STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DAEV,DAEV_ATTRIBUTES,DAWM,DAWM_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,MDEV,MDEV_ATTRIBUTES,MDWM,MDWM_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,SN32,SN32_ATTRIBUTES,SX32,SX32_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV03,WV03_ATTRIBUTES
USW00023065,9/22/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,170,2400,0,0,0,0,83,0,56,0,,,,,44,W,10230,W,8943,W,61,W,75,W,,,,,,,949,X,,,,,,,,,934,W,84,W,69,W,90,W,,,,,,,,,320,X,310,X,,,,,0,0,,,112,X,148,X,,,,,,,1,W,,,,,,,1,0,,,,,,,,,,,,,1,X,,,,,1,X,,,,,,,,,,
USW00023065,9/23/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,193,2400,0,T0,0,0,122,0,56,0,,,,,67,W,10224,W,8937,W,72,W,47,W,,,,,,,15,X,,,,,,,,,1205,W,89,W,75,W,93,W,,,,,,,,,300,X,60,X,,,,,0,0,,,89,X,107,X,,,,,,,1,W,,,,,,,1,0,,,,,1,X,,,,,,,1,X,,,,,1,X,,,1,X,,,,,,
USW00023065,9/24/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,89,2400,0,0,0,0,144,0,67,0,,,,,72,W,10210,W,8923,W,83,W,19,W,,,,,,,1531,X,,,,,,,,,1530,W,85,W,60,W,93,W,,,,,,,,,250,X,260,X,,,,,0,0,,,94,X,112,X,,,,,,,1,W,,,1,X,,,1,0,,,,,,,,,,,,,1,X,,,,,1,X,,,,,,,,,,
USW00023065,9/25/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,8,2400,0,0,0,0,167,0,78,0,,,,,61,W,10186,W,8910,W,83,W,23,W,,,,,,,1410,X,,,,,,,,,1242,W,75,W,43,W,93,W,,,,,,,,,10,X,350,X,,,,,0,0,,,63,X,76,X,,,,,,,1,W,,,,,,,1,0,,,,,1,W,,,,,,,1,X,,,,,1,X,,,,,,,,,,
USW00023065,9/26/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,267,0,67,0,,,,,56,W,10142,W,8872,W,106,W,43,W,,,,,,,2143,X,,,,,,,,,2142,W,53,W,25,W,85,W,,,,,,,,,230,X,230,X,,,,,0,0,,,80,X,103,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,9/27/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,272,0,56,0,,,,,28,W,10115,W,8872,W,100,W,61,W,,,,,,,952,X,,,,,,,,,912,W,41,W,19,W,73,W,,,,,,,,,350,X,340,X,,,,,0,0,,,116,X,148,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,9/28/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,200,0,22,0,,,,,-6,W,10230,W,8950,W,56,W,27,W,,,,,,,954,X,,,,,,,,,953,W,54,W,23,W,79,W,,,,,,,,,270,X,280,X,,,,,0,0,,,63,X,76,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,9/29/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,250,0,33,0,,,,,17,W,10146,W,8872,W,78,W,76,W,,,,,,,1105,X,,,,,,,,,1145,W,45,W,23,W,77,W,,,,,,,,,170,X,160,X,,,,,0,0,,,134,X,174,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,9/30/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,317,0,78,0,,,,,39,W,10017,W,8778,W,111,W,75,W,,,,,,,1457,X,,,,,,,,,1502,W,43,W,15,W,83,W,,,,,,,,,220,X,230,X,,,,,0,0,,,174,X,228,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/1/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,150,0,33,0,,,,,-39,W,10122,W,8862,W,39,W,103,W,,,,,,,1155,X,,,,,,,,,1204,W,40,W,21,W,60,W,,,,,,,,,330,X,300,X,,,,,0,0,,,192,X,241,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/2/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,167,0,0,0,,,,,-56,W,10156,W,8872,W,22,W,65,W,,,,,,,1044,X,,,,,,,,,910,W,42,W,19,W,69,W,,,,,,,,,330,X,320,X,,,,,0,0,,,139,X,179,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/3/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,172,0,-17,0,,,,,-33,W,10139,W,8859,W,28,W,37,W,,,,,,,1528,X,,,,,,,,,1526,W,48,W,24,W,75,W,,,,,,,,,160,X,160,X,,,,,0,0,,,80,X,107,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/4/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,3,2400,0,0,0,0,139,0,61,0,,,,,50,W,10119,W,8845,W,72,W,75,W,,,,,,,2334,X,,,,,,,,,2203,W,73,W,56,W,96,W,,,,,,,,,150,X,150,X,,,,,0,0,,,139,X,174,X,,,,,,,1,W,,,,,,,1,0,,,,,1,W,,,,,,,1,X,,,,,1,X,,,,,,,,,,
USW00023065,10/5/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,8,2400,0,0,0,0,267,0,61,0,,,,,94,W,10051,W,8801,W,111,W,97,W,,,,,,,117,X,,,,,,,,,1901,W,79,W,30,W,97,W,,,,,,,,,160,X,360,X,,,,,0,0,,,143,X,174,X,,,,,,,1,W,,,,,,,1,0,,,,,,,,,,,,,1,X,,,,,1,X,,,,,,,,,,
USW00023065,10/6/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,156,0,11,0,,,,,-22,W,10159,W,8882,W,33,W,56,W,,,,,,,2340,X,,,,,,,,,2340,W,51,W,24,W,89,W,,,,,,,,,330,Z,330,Z,,,,,0,0,,,103,Z,139,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/7/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,217,0,22,0,,,,,22,W,10105,W,8835,W,72,W,42,W,,,,,,,1629,X,,,,,,,,,1619,W,58,W,19,W,89,W,,,,,,,,,170,X,170,X,,,,,0,0,,,94,X,116,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/8/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,20,2400,0,T0,0,0,78,0,-6,0,,,,,11,W,10169,W,8889,W,22,W,50,W,,,,,,,1609,X,,,,,,,,,1620,W,91,W,82,W,96,W,,,,,,,,,20,Z,30,Z,,,,,0,0,,,107,Z,156,Z,,,,,,,1,X,1,X,,,,,1,0,,,,,,,1,0,,,,,,,,,,,1,0,,,1,X,,,,,,
USW00023065,10/9/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,3,2400,0,T0,0,0,128,0,-44,0,,,,,-6,W,10207,W,8910,W,11,W,44,W,,,,,,,2305,X,,,,,,,,,2304,W,79,W,47,W,96,W,,,,,,,,,20,X,30,X,,,,,0,0,,,125,X,165,X,,,,,,,1,W,1,X,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,X,1,X,1,X,,
USW00023065,10/10/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,8,2400,0,T0,0,0,-39,0,-67,0,,,,,-78,W,10288,W,8964,W,-61,W,42,W,,,,,,,2359,X,,,,,,,,,0,W,84,W,81,W,92,W,,,,,,,,,20,X,30,X,,,,,0,0,,,112,X,143,X,,,,,,,1,W,,,,,,,1,0,,,,,,,,,,,,,,,,,,,1,0,1,X,1,X,1,X,,,,
USW00023065,10/11/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,T02400,0,T0,0,0,-11,0,-44,0,,,,,-44,W,10217,W,8896,W,-33,W,47,W,,,,,,,1232,X,,,,,,,,,930,W,90,W,88,W,96,W,,,,,,,,,150,X,130,X,,,,,0,0,,,76,X,98,X,,,,,,,1,W,,,,,,,1,0,,,,,,,,,,,,,,,,,,,1,X,1,X,1,X,1,X,,,,
USW00023065,10/12/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,39,0,-11,0,,,,,-6,W,10200,W,8899,W,6,W,27,W,,,,,,,1826,X,,,,,,,,,1826,W,91,W,82,W,97,W,,,,,,,,,80,X,80,X,,,,,0,0,,,63,X,80,X,,,,,,,1,W,1,X,,,,,,,,,,,,,1,0,,,,,1,X,,,,,,,,,,,,,1,X,,
USW00023065,10/13/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,61,2400,0,0,0,0,39,0,11,0,,,,,11,W,10203,W,8906,W,17,W,49,W,,,,,,,712,X,,,,,,,,,708,W,93,W,89,W,97,W,,,,,,,,,130,X,130,X,,,,,0,0,,,76,X,103,X,,,,,,,1,0,,,1,X,,,1,0,,,,,,,,,,,,,1,X,,,,,1,X,,,,,,,,,,
USW00023065,10/14/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,T02400,0,0,0,0,89,0,17,0,,,,,33,W,10152,W,8859,W,39,W,41,W,,,,,,,1011,X,,,,,,,,,1011,W,92,W,83,W,96,W,,,,,,,,,160,X,160,X,,,,,0,0,,,89,X,103,X,,,,,,,1,W,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,X,,,,,,,,,,
USW00023065,10/15/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,5,2400,0,0,0,0,217,0,39,0,,,,,44,W,10176,W,8906,W,83,W,46,W,,,,,,,1409,X,,,,,,,,,1408,W,63,W,30,W,93,W,,,,,,,,,350,X,340,X,,,,,0,0,,,112,X,139,X,,,,,,,1,W,,,,,,,1,0,,,,,,,,,,,,,1,X,,,,,1,X,,,,,,,,,,
USW00023065,10/16/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,194,0,11,0,,,,,22,W,10251,W,8971,W,56,W,37,W,,,,,,,1418,X,,,,,,,,,1240,W,64,W,27,W,89,W,,,,,,,,,360,X,320,X,,,,,0,0,,,80,X,107,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/17/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,189,0,-22,0,,,,,11,W,10274,W,8977,W,44,W,45,W,,,,,,,2244,X,,,,,,,,,2248,W,65,W,30,W,89,W,,,,,,,,,170,X,170,X,,,,,0,0,,,89,X,112,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/18/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,283,0,39,0,,,,,39,W,10132,W,8866,W,89,W,35,W,,,,,,,58,X,,,,,,,,,2,W,56,W,20,W,93,W,,,,,,,,,180,X,170,X,,,,,0,0,,,80,X,103,X,,,,,,,,,,,,,,,,,,,1,0,1,X,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/19/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,256,0,50,0,,,,,44,W,10078,W,8822,W,89,W,34,W,,,,,,,1435,X,,,,,,,,,1425,W,57,W,26,W,93,W,,,,,,,,,150,X,160,X,,,,,0,0,,,76,X,103,X,,,,,,,1,W,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,,,,,,,
USW00023065,10/20/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,13,2400,0,0,0,0,100,0,33,0,,,,,67,W,10095,W,8832,W,72,W,50,W,,,,,,,2124,X,,,,,,,,,1753,W,95,W,92,W,97,W,,,,,,,,,10,X,360,X,,,,,0,0,,,98,X,130,X,,,,,,,1,X,1,X,,,,,1,0,,,,,,,1,0,,,,,1,X,,,,,1,X,,,,,,,,,,
USW00023065,10/21/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,475,2400,10,0,0,0,56,0,6,0,,,,,17,W,10149,W,8866,W,22,W,92,W,,,,,,,1400,X,,,,,,,,,1359,W,92,W,89,W,96,W,,,,,,,,,10,X,10,X,,,,,0,0,,,134,X,174,X,,,,,,,1,W,,,,,,,1,0,,,,,,,,,,,,,1,X,,,,,1,0,,,1,X,,,,,,
USW00023065,10/22/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,3,2400,3,0,0,T0,39,0,-22,0,,,,,-17,W,10173,W,8872,W,-6,W,76,W,,,,,,,742,X,,,,,,,,,342,W,87,W,76,W,92,W,,,,,,,,,350,X,350,X,,,,,0,0,,,130,X,161,X,,,,,,,1,W,,,,,,,1,0,,,,,,,,,,,,,,,,,,,1,0,1,X,1,X,1,X,,,,
USW00023065,10/23/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,122,0,-22,0,,,,,-6,W,10149,W,8855,W,22,W,55,W,,,,,,,1047,X,,,,,,,,,1054,W,71,W,49,W,85,W,,,,,,,,,330,X,340,X,,,,,0,0,,,103,X,130,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/24/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,T02400,0,0,0,0,194,0,33,0,,,,,11,W,10075,W,8805,W,56,W,35,W,,,,,,,2104,X,,,,,,,,,2103,W,61,W,32,W,89,W,,,,,,,,,10,X,20,X,,,,,0,0,,,89,X,130,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,
USW00023065,10/25/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,5,2400,0,0,0,0,89,0,22,0,,,,,11,W,10190,W,8913,W,33,W,56,W,,,,,,,1434,X,,,,,,,,,838,W,76,W,56,W,93,W,,,,,,,,,360,X,350,X,,,,,0,0,,,94,X,116,X,,,,,,,1,W,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,X,,,,,,,,,,
USW00023065,10/26/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,T02400,0,0,0,0,117,0,-28,0,,,,,-33,W,10213,W,8910,W,11,W,44,W,,,,,,,2359,X,,,,,,,,,2114,W,61,W,28,W,93,W,,,,,,,,,200,X,210,X,,,,,0,0,,,72,X,103,X,,,,,,,,,,,,,,,,,,,,,1,W,,,,,,,,,,,,,1,X,,,,,,,,,,
USW00023065,10/27/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,122,0,-11,0,,,,,-6,W,10003,W,8730,W,28,W,70,W,,,,,,,1124,X,,,,,,,,,1111,W,67,W,47,W,89,W,,,,,,,,,160,X,160,X,,,,,0,0,,,130,X,156,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/28/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,28,2400,0,0,0,0,50,0,-17,0,,,,,17,W,10010,W,8744,W,22,W,38,W,,,,,,,2307,X,,,,,,,,,2153,W,92,W,86,W,97,W,,,,,,,,,340,X,320,X,,,,,0,0,,,76,X,98,X,,,,,,,1,X,1,X,,,,,1,0,,,,,,,1,0,,,,,1,X,,,,,1,X,,,,,,,,,,
USW00023065,10/29/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,64,2400,107,0,0,0,17,0,-22,0,,,,,-11,W,10044,W,8761,W,-6,W,78,W,,,,,,,2315,X,,,,,,,,,2305,W,92,W,88,W,97,W,,,,,,,,,320,X,320,X,,,,,0,0,,,134,X,165,X,,,,,,,1,X,1,X,,,,,1,0,,,,,,,1,0,,,,,,,,,,,1,0,,,1,X,,,,,,
USW00023065,10/30/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,13,2400,18,0,127,0,72,0,-28,0,,,,,-33,W,10088,W,8805,W,0,W,85,W,,,,,,,2259,X,,,,,,,,,2258,W,67,W,53,W,89,W,,,,,,,,,310,Z,320,Z,,,,,0,0,,,148,Z,183,Z,,,,,,,1,W,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,1,X,1,X,1,X,,
USW00023065,10/31/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,51,0,200,0,22,0,,,,,0,W,10166,W,8889,W,50,W,38,W,,,,,,,110,X,,,,,,,,,36,W,53,W,25,W,76,W,,,,,,,,,250,X,260,X,,,,,0,0,,,72,X,98,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/1/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,194,0,11,0,,,,,11,W,10190,W,8910,W,50,W,36,W,,,,,,,1159,X,,,,,,,,,1140,W,62,W,32,W,83,W,,,,,,,,,350,X,350,X,,,,,0,0,,,89,X,112,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/2/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,117,0,0,0,,,,,11,W,10288,W,8994,W,33,W,28,W,,,,,,,2349,X,,,,,,,,,2351,W,74,W,52,W,92,W,,,,,,,,,180,X,180,X,,,,,0,0,,,67,X,80,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/3/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,194,0,11,0,,,,,6,W,10237,W,8943,W,44,W,50,W,,,,,,,824,X,,,,,,,,,814,W,64,W,26,W,89,W,,,,,,,,,200,X,200,X,,,,,0,0,,,116,X,156,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/4/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,144,0,-17,0,,,,,-28,W,10295,W,8994,W,17,W,37,W,,,,,,,2321,X,,,,,,,,,2351,W,57,W,28,W,82,W,,,,,,,,,190,X,190,X,,,,,0,0,,,94,X,116,X,,,,,,,,,,,,,,,,,,,,,1,W,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/5/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,239,0,0,0,,,,,17,W,10186,W,8899,W,61,W,32,W,,,,,,,116,X,,,,,,,,,248,W,59,W,23,W,85,W,,,,,,,,,190,X,190,X,,,,,0,0,,,98,X,116,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/6/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,261,0,44,0,,,,,-11,W,10095,W,8838,W,67,W,38,W,,,,,,,2247,X,,,,,,,,,2247,W,41,W,11,W,70,W,,,,,,,,,310,X,320,X,,,,,0,0,,,89,X,143,X,,,,,,,,,,,,,,,,,,,1,0,1,X,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/7/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,211,0,22,0,,,,,0,W,10119,W,8849,W,50,W,38,W,,,,,,,2357,X,,,,,,,,,2357,W,52,W,23,W,76,W,,,,,,,,,190,X,180,X,,,,,0,0,,,72,X,80,X,,,,,,,,,,,,,,,,,,,,,1,W,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/8/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,194,0,0,0,,,,,-11,W,10146,W,8882,W,44,W,52,W,,,,,,,1252,X,,,,,,,,,1045,W,54,W,23,W,76,W,,,,,,,,,360,X,350,X,,,,,0,0,,,116,X,161,X,,,,,,,,,,,,,,,,,,,,,1,W,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/9/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,T02400,0,T0,0,0,139,0,-6,0,,,,,-22,W,10278,W,8977,W,17,W,26,W,,,,,,,1509,X,,,,,,,,,1359,W,64,W,33,W,82,W,,,,,,,,,100,X,70,X,,,,,0,0,,,58,X,80,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,
USW00023065,11/10/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,106,0,-17,0,,,,,33,W,10281,W,8977,W,50,W,35,W,,,,,,,1435,X,,,,,,,,,1437,W,81,W,69,W,93,W,,,,,,,,,170,X,150,X,,,,,0,0,,,76,X,89,X,,,,,,,1,W,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,,,,,,,
USW00023065,11/11/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,106,0,67,0,,,,,78,W,10210,W,8920,W,83,W,54,W,,,,,,,2338,X,,,,,,,,,2327,W,93,W,86,W,97,W,,,,,,,,,170,X,180,X,,,,,0,0,,,98,X,125,X,,,,,,,1,X,1,X,,,,,,,,,,,,,1,0,,,,,1,X,,,,,,,,,,,,,,,,
USW00023065,11/12/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,233,0,50,0,,,,,33,W,10034,W,8767,W,78,W,52,W,,,,,,,25,X,,,,,,,,,8,W,60,W,20,W,97,W,,,,,,,,,180,X,180,X,,,,,0,0,,,98,X,125,X,,,,,,,1,W,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,,,,,,,
USW00023065,11/13/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,150,0,17,0,,,,,22,W,10044,W,8788,W,44,W,49,W,,,,,,,302,X,,,,,,,,,144,W,78,W,36,W,89,W,,,,,,,,,330,X,320,X,,,,,0,0,,,94,X,116,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/14/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,46,2400,0,T0,0,0,78,0,-11,0,,,,,-22,W,10139,W,8855,W,17,W,26,W,,,,,,,2219,X,,,,,,,,,2218,W,68,W,32,W,92,W,,,,,,,,,110,X,110,X,,,,,0,0,,,58,X,72,X,,,,,,,1,W,,,,,,,1,0,,,,,,,,,,,,,1,X,,,,,1,X,,,1,X,,,,,,
USW00023065,11/15/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,84,2400,102,0,0,0,22,0,-22,0,,,,,-17,W,10224,W,8923,W,-6,W,49,W,,,,,,,1214,X,,,,,,,,,1226,W,90,W,82,W,96,W,,,,,,,,,40,X,30,X,,,,,0,0,,,98,X,112,X,,,,,,,1,X,1,X,,,,,,,,,,,,,1,0,,,,,,,,,,,1,0,,,1,X,,,,,,
USW00023065,11/16/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,76,0,44,0,-56,0,,,,,-56,W,10271,W,8954,W,-28,W,52,W,,,,,,,1428,X,,,,,,,,,1427,W,72,W,60,W,85,W,,,,,,,,,330,X,330,X,,,,,0,0,,,76,X,98,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/17/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,51,0,100,0,-83,0,,,,,-78,W,10237,W,8920,W,-33,W,29,W,,,,,,,158,X,,,,,,,,,156,W,61,W,29,W,75,W,,,,,,,,,300,X,300,X,,,,,0,0,,,58,X,63,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/18/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,25,0,94,0,-67,0,,,,,-44,W,10146,W,8852,W,-6,W,34,W,,,,,,,1041,X,,,,,,,,,1046,W,63,W,43,W,82,W,,,,,,,,,200,X,200,X,,,,,0,0,,,67,X,80,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/19/2009,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,T0,106,0,-39,0,,,,,-33,W,10193,W,8899,W,0,W,51,W,,,,,,,1054,X,,,,,,,,,1114,W,69,W,44,W,85,W,,,,,,,,,340,X,10,X,,,,,0,0,,,107,X,130,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
